simulation,weight,payoutMultiplier
441,1.003666,1288.8983
442,1.002535,1133.5482
443,0.994382,8.8927
444,0.997345,418.6157
445,0.997731,472.0207
446,0.996146,253.0012
447,1.000363,834.8959
448,1.004187,1360.3957
449,0.998701,605.8312
450,0.995061,102.8407
451,1.010565,2232.4653
452,1.005118,1488.0558
453,0.994389,9.806
454,0.994338,2.7352
455,1.002152,1080.9933
456,0.996221,263.2967
457,0.998716,607.879
458,1.024952,4179.5049
459,1.010129,2172.9397
460,1.006493,1676.2895
461,1.003061,1205.7833
462,1.017272,3143.5789
463,0.995413,151.5302
464,0.996069,242.3587
465,1.000563,862.4367
466,0.996693,328.5512
467,0.996083,244.2378
468,0.994982,91.8603
469,0.996393,287.1365
470,1.023039,3922.1837
471,0.999509,717.13
472,1.016693,3065.1725
473,1.013584,2643.2768
474,0.99556,171.9785
475,0.999285,686.3336
476,1.000692,880.0885
477,0.997785,479.458
478,0.994429,15.3291
479,0.996185,258.3485
480,0.999414,704.0532
481,0.994653,46.4109
482,0.995971,228.8274
483,0.999454,709.64
484,0.998993,646.1219
485,0.99765,460.7066
486,0.997661,462.3176
487,0.994946,86.9826
488,0.995592,176.3995
489,1.020473,3576.3842
490,0.994871,76.6168
491,1.007855,1862.6159
492,1.008229,1913.6411
493,1.002763,1164.8608
494,1.013936,2691.1873
495,0.995683,188.954
496,1.003597,1279.4633
497,0.995894,218.1151
498,0.994391,10.0847
499,1.012338,2473.8583
500,0.994449,18.1192
501,0.995787,203.3458
502,0.994529,29.1852
503,1.003903,1321.4444
504,0.999538,721.2021
505,1.003414,1254.324
506,0.998871,629.232
507,0.994848,73.3899
508,0.995576,174.1978
509,0.995402,149.9869
510,1.014801,2808.5736
511,0.995385,147.7589
512,0.99696,365.4982
513,1.004412,1391.1509
514,0.994555,32.8357
515,1.002172,1083.6648
516,0.99869,604.2902
517,0.99607,242.4335
518,1.008878,2002.3075
519,0.994917,82.8775
520,0.997647,460.3685
521,1.003125,1214.6543
522,0.995009,95.7017
523,0.997739,473.0654
524,0.999774,753.7304
525,0.999861,765.6964
526,0.99438,8.5788
527,1.001846,1038.8364
528,1.000467,849.1296
529,1.013209,2592.2853
530,0.997032,375.366
531,0.995782,202.5949
532,0.996029,236.8335
533,1.007219,1775.6094
534,0.994379,8.3769
535,0.998626,595.4478
536,0.996618,318.2578
537,1.002065,1069.0206
538,1.00058,864.7682
539,0.99592,221.7327
540,0.997854,488.9675
541,1.010005,2156.1495
542,1.002096,1073.2593
543,0.995069,103.9778
544,1.000058,792.7744
545,0.997044,377.1441
546,0.995757,199.1309
547,0.995737,196.435
548,0.994322,0.562
549,1.001027,926.2555
550,0.994517,27.5322
551,0.997471,436.0634
552,0.996159,254.7068
553,0.999259,682.8014
554,1.005151,1492.5293
555,0.995373,146.0246
556,0.998585,589.8282
557,0.994719,55.499
558,1.003225,1228.3543
559,0.998384,562.1138
560,1.00189,1044.9547
561,0.995001,94.6218
562,0.997285,410.3596
563,0.995764,200.1541
564,0.997078,381.7146
565,0.998456,572.0669
566,0.995676,187.9903
567,0.995602,177.7323
568,1.003189,1223.3672
569,0.99551,164.9999
570,1.001357,971.5668
571,0.994945,86.763
572,1.002984,1195.2817
573,1.003364,1247.4371
574,1.005573,1550.2961
575,1.006152,1629.69
576,1.003919,1323.5276
577,1.01192,2417.0245
578,0.996469,297.5681
579,1.011036,2296.6794
580,1.017428,3164.7665
581,0.999497,715.523
582,0.99953,720.0448
583,1.016215,3000.3903
584,1.007049,1752.309
585,1.011197,2318.4984
586,1.003548,1272.6822
587,1.025701,4280.121
588,0.998875,629.7589
589,0.997811,483.0383
590,0.997771,477.4843
591,0.997718,470.1853
592,0.994694,51.9823
593,0.995966,228.1383
594,1.007427,1804.0701
595,0.999835,762.0985
596,1.0019,1046.2652
597,0.996172,256.5265
598,0.996427,291.7662
599,0.998455,571.8231
600,1.001627,1008.725
601,1.002902,1183.9853
602,0.999444,708.2855
603,0.997819,484.1403
604,1.006271,1645.8993
605,1.001531,995.5185
606,0.994435,16.1435
607,0.99975,750.4486
608,0.99906,655.3459
609,0.99508,105.4837
610,0.994417,13.7024
611,0.998519,580.7533
612,0.995993,231.826
613,0.998568,587.4969
614,0.996479,299.0189
615,0.995774,201.4578
616,0.996446,294.4309
617,0.995707,192.2161
618,0.99535,142.8328
619,0.994883,78.272
620,1.00925,2053.1109
621,1.00001,786.2545
622,0.998416,566.4494
623,1.002155,1081.329
624,0.996462,296.6109
625,1.000819,897.547
626,0.998817,621.7703
627,1.005095,1484.8156
628,1.00078,892.2364
629,1.001138,941.4686
630,0.99742,429.0732
631,0.997188,396.9668
632,1.012956,2557.9458
633,1.004017,1337.0213
634,0.995778,202.0635
635,0.997305,413.1098
636,0.999846,763.6439
637,0.99535,142.8285
638,0.994505,25.8771
639,1.01436,2748.7876
640,1.003404,1252.8991
641,1.007826,1858.6069
642,0.997656,461.6417
643,1.002078,1070.7569
644,1.002917,1185.9938
645,0.994557,33.0707
646,0.995481,160.9542
647,0.996397,287.6899
648,1.003089,1209.6956
649,1.001327,967.4816
650,0.997677,464.4955
651,1.000926,912.3733
652,1.015231,2866.9289
653,0.995128,112.122
654,0.998031,513.3652
655,1.002946,1190.0835
656,0.994495,24.5379
657,1.001386,975.6716
658,0.996226,264.0736
659,0.996618,318.1722
660,0.994495,24.5292
661,0.998212,538.3155
662,1.002789,1168.5223
663,0.994441,16.9952
664,0.999256,682.3909
665,0.994769,62.4622
666,0.994474,21.6294
667,0.999263,683.2733
668,0.995578,174.4019
669,0.997656,461.5802
670,0.994773,63.0088
671,1.00063,871.5558
672,0.995751,198.3844
673,1.001708,1019.9205
674,1.014289,2739.1397
675,0.997484,437.817
676,0.997563,448.6943
677,1.002608,1143.6261
678,0.996184,258.2339
679,0.999361,696.7565
680,0.994436,16.2972
681,0.996741,335.2507
682,1.000361,834.5535
683,0.99644,293.5509
684,0.994564,33.9817
685,1.00121,951.3821
686,0.995184,119.9237
687,0.994407,12.2821
688,1.00369,1292.1296
689,0.997848,488.1421
690,0.999889,769.6152
691,1.00039,838.5092
692,0.994737,58.0301
693,1.003108,1212.3033
694,0.994714,54.8273
695,0.998894,632.4282
696,0.997654,461.3955
697,0.997438,431.5608
698,0.994588,37.3557
699,0.999576,726.385
700,0.9959,219.0173
701,0.996314,276.1583
702,0.996227,264.2143
703,0.99887,629.1179
704,1.002419,1117.6147
705,0.998254,544.1593
706,1.006682,1702.1357
707,1.011508,2360.8583
708,0.995488,161.9135
709,1.002781,1167.3672
710,0.997813,483.3258
711,0.99438,8.6206
712,1.003037,1202.4758
713,0.999995,784.1428
714,1.006126,1626.125
715,0.994714,54.8712
716,0.999615,731.7548
717,1.006981,1743.0871
718,0.99439,9.9047
719,0.994681,50.1845
720,0.996727,333.3077
721,0.995248,128.7705
722,1.002664,1151.3119
723,0.998279,547.5375
724,0.9995,715.916
725,0.999364,697.1823
726,0.994635,43.9018
727,0.995835,209.9225
728,0.996169,256.1072
729,1.003561,1274.4891
730,0.995607,178.4828
731,0.997425,429.638
732,0.997784,479.2735
733,1.020041,3517.9999
734,0.996016,234.9236
735,0.99881,620.8003
736,1.005717,1570.1299
737,0.995898,218.7077
738,1.001875,1042.9304
739,0.99445,18.2223
740,1.008289,1921.8046
741,1.000506,854.5778
742,0.999845,763.4771
743,0.9947,52.9219
744,1.007997,1881.923
745,1.006237,1641.2806
746,0.996412,289.7311
747,0.994803,67.1863
748,0.997385,424.2092
749,0.997902,495.6189
750,1.010688,2249.2366
751,0.99446,19.6295
752,0.994939,85.9025
753,0.998605,592.5282
754,1.008684,1975.8688
755,1.005373,1522.9064
756,0.99642,290.8814
757,1.002187,1085.8004
758,0.994364,6.3046
759,0.99547,159.4152
760,0.997459,434.4387
761,1.003819,1309.906
762,0.994422,14.4312
763,0.996484,299.6821
764,0.99482,69.4297
765,0.997214,400.5867
766,1.004252,1369.2819
767,1.000922,911.7476
768,0.994395,10.5918
769,1.013226,2594.6381
770,1.002432,1119.4069
771,0.995481,160.9542
772,0.995873,215.2129
773,1.016834,3084.2691
774,0.995957,226.8585
775,0.997473,436.2762
776,0.994482,22.6369
777,0.997722,470.7801
778,1.01047,2219.4829
779,1.009006,2019.8407
780,0.995373,146.051
781,0.998679,602.7534
782,0.997207,399.5681
783,1.002908,1184.8678
784,1.010138,2174.2046
785,0.995341,141.6562
786,1.012393,2481.32
787,0.995764,200.1102
788,1.005715,1569.8424
789,1.000276,822.8923
790,1.002028,1063.8968
791,0.994717,55.2488
792,1.001476,987.9798
793,0.999879,768.2036
794,0.994555,32.8665
795,0.999244,680.6127
796,0.994409,12.539
797,0.996809,344.6045
798,0.99474,58.4252
799,0.995019,97.0102
800,0.999363,697.1159
801,1.009381,2070.9382
802,0.9968,343.4169
803,0.998282,547.9874
804,1.000334,830.8063
805,1.005163,1494.1097
806,1.013566,2640.9303
807,0.997823,484.6958
808,1.007531,1818.2135
809,0.998843,625.3945
810,0.995725,194.6922
811,1.002025,1063.5214
812,0.997651,460.93
813,1.00219,1086.1498
814,0.999164,669.6894
815,0.995187,120.3079
816,0.994507,26.0834
817,0.998591,590.647
818,0.995755,198.9463
819,0.994647,45.5987
820,0.998998,646.7782
821,0.994755,60.4821
822,1.002872,1179.9002
823,0.997997,508.7108
824,1.012216,2457.3322
825,0.994356,5.1763
826,0.996477,298.7841
827,0.995002,94.7075
828,0.994385,9.266
829,0.994368,6.9588
830,0.994351,4.5265
831,0.997547,446.6046
832,0.996632,320.1656
833,1.014595,2780.642
834,1.01364,2650.8833
835,1.010309,2197.5263
836,1.002853,1177.2769
837,0.994357,5.3124
838,0.994613,40.7714
839,1.006119,1625.1327
840,0.995007,95.368
841,0.994856,74.5467
842,0.997582,451.4341
843,0.997007,371.9261
844,0.9953,135.9795
845,1.003077,1207.992
846,0.998116,525.0787
847,1.002767,1165.4403
848,1.002855,1177.5314
849,0.997679,464.7742
850,0.996998,370.6815
851,1.01014,2174.4682
852,0.999477,712.7239
853,0.996537,307.0887
854,1.003344,1244.6826
855,0.996779,340.5215
856,1.000202,812.6783
857,0.994347,4.0523
858,0.997842,487.2945
859,0.996595,314.9761
860,0.994369,7.0751
861,0.997098,384.5902
862,1.000898,908.4528
863,0.996538,307.1348
864,0.998661,600.2312
865,0.994982,91.8888
866,0.996004,233.3936
867,0.994785,64.6398
868,1.010588,2235.6399
869,0.996239,265.8892
870,0.999272,684.4807
871,0.994389,9.7862
872,0.995621,180.3839
873,0.997694,466.8706
874,0.99584,210.6491
875,1.001254,957.4712
876,1.013472,2628.0496
877,1.000357,834.0636
878,0.995659,185.5601
879,1.007392,1799.2711
880,0.994932,84.996
881,0.994772,62.8837
882,1.006393,1662.5479
883,1.001267,959.2408
884,1.002963,1192.3797
885,1.00089,907.3724
886,1.001344,969.9091
887,1.001477,988.156
888,0.996925,360.5923
889,0.998514,579.9853
890,0.994438,16.6286
891,0.99499,93.0677
892,1.005154,1492.9334
893,0.99796,503.5964
894,1.011101,2305.5363
895,0.994704,53.4575
896,1.002119,1076.3588
897,1.022165,3804.4636
898,1.001896,1045.8039
899,1.014521,2770.5701
900,1.038923,6044.3513
901,1.001986,1058.0687
902,1.002107,1074.7699
903,0.99451,26.5575
904,0.994519,27.8483
905,1.002784,1167.7318
906,0.994481,22.4964
907,1.003218,1227.3363
908,0.998604,592.4668
909,0.997098,384.5551
910,0.997226,402.2131
911,0.997514,441.9769
912,0.998566,587.2511
913,1.004833,1448.8801
914,0.996821,346.3014
915,0.995691,189.9724
916,0.997626,457.4444
917,1.015543,2909.2369
918,0.994824,69.9918
919,1.001555,998.9124
920,0.999383,699.8517
921,1.01562,2919.7562
922,0.995754,198.7137
923,0.997449,432.9614
924,1.003958,1328.9999
925,1.016721,3068.9423
926,0.994543,31.084
927,0.994513,26.9219
928,1.007462,1808.8886
929,0.99442,14.1129
930,1.001619,1007.6844
931,0.996549,308.6931
932,1.002834,1174.5854
933,0.999645,735.9051
934,0.994935,85.3516
935,0.99867,601.5547
936,1.000721,884.123
937,0.999848,763.9468
938,0.995656,185.1783
939,1.001143,942.25
940,1.005372,1522.742
941,1.011896,2413.7495
942,0.994519,27.8307
943,0.99772,470.4884
944,0.995547,170.1302
945,0.997899,495.1334
946,0.994379,8.4822
947,1.008413,1938.7654
948,0.995338,141.1842
949,0.997378,423.2082
950,1.00292,1186.4
951,0.999889,769.6171
952,1.003848,1313.8708
953,0.995824,208.4209
954,0.999725,746.8946
955,0.9948,66.745
956,0.997254,406.0484
957,0.995421,152.6234
958,1.012797,2536.334
959,1.006395,1662.8895
960,0.999852,764.4254
961,0.996678,326.4985
962,1.005039,1477.1852
963,1.017581,3185.4668
964,0.997436,431.293
965,1.005795,1580.7235
966,0.999501,716.0895
967,1.012815,2538.817
968,1.000119,801.1755
969,0.999796,756.7531
970,0.997767,476.9904
971,1.002274,1097.6831
972,0.999501,716.1093
973,0.997763,476.3936
974,0.995832,209.5011
975,1.002728,1160.0862
976,0.994528,29.1215
977,1.005134,1490.1896
978,0.994403,11.7794
979,0.995031,98.764
980,0.995109,109.5579
981,0.999109,662.1008
982,1.000638,872.7149
983,1.000036,789.8592
984,0.99437,7.2442
985,0.994496,24.5796
986,0.994851,73.8113
987,1.005269,1508.7081
988,0.994709,54.171
989,0.994477,22.0091
990,0.994389,9.8125
991,1.002147,1080.2204
992,0.998466,573.4191
993,0.997589,452.4109
994,1.007646,1833.953
995,1.007903,1869.16
996,0.995059,102.5751
997,1.001771,1028.5782
998,1.014014,2701.7421
999,0.99434,3.0864
1000,1.008242,1915.4215
1001,0.998676,602.378
1002,1.004572,1413.1773
1003,1.002124,1077.044
1004,0.997989,507.5673
1005,0.997426,429.8816
1006,0.995397,149.3833
1007,0.994462,19.9851
1008,0.998588,590.1661
1009,1.001207,951.0264
1010,1.017786,3213.1754
1011,1.003579,1276.9386
1012,1.009594,2100.0024
1013,1.006673,1700.9154
1014,0.997616,456.092
1015,1.000657,875.3708
1016,0.995683,188.8662
1017,0.994544,31.2838
1018,0.997327,416.2297
1019,0.998463,572.9336
1020,0.994805,67.3926
1021,0.995341,141.5948
1022,1.013644,2651.4417
1023,0.994469,20.8851
1024,1.002058,1067.9559
1025,0.997105,385.4442
1026,1.003631,1284.0865
1027,1.000063,793.5297
1028,0.999963,779.77
1029,1.006482,1674.7968
1030,1.00195,1053.1183
1031,1.0065,1677.1985
1032,0.998816,621.7157
1033,1.001181,947.4104
1034,0.994373,7.6459
1035,0.996038,238.0738
1036,1.003701,1293.6443
1037,0.994404,11.819
1038,1.002525,1132.1722
1039,0.996588,314.0761
1040,0.994589,37.4764
1041,1.006193,1635.2658
1042,1.007556,1821.7151
1043,0.995387,147.9981
1044,0.999245,680.7947
1045,0.998964,642.1092
1046,0.994912,82.2541
1047,0.995615,179.5825
1048,1.000094,797.7444
1049,1.009806,2128.9883
1050,1.005208,1500.3566
1051,0.994753,60.1814
1052,0.99451,26.5817
1053,1.007827,1858.6842
1054,0.997624,457.2316
1055,0.99443,15.4937
1056,1.00269,1154.9249
1057,1.000806,895.7949
1058,0.997547,446.4905
1059,1.000053,792.195
1060,0.994437,16.3938
1061,1.00309,1209.847
1062,0.995912,220.5473
1063,1.000848,901.6342
1064,1.000434,844.6559
1065,0.997383,423.9652
1066,0.994344,3.5738
1067,1.007494,1813.1735
1068,1.001251,956.9882
1069,1.006497,1676.8057
1070,1.001219,952.613
1071,0.997358,420.4289
1072,0.994565,34.2012
1073,0.996731,333.859
1074,0.994539,30.6143
1075,1.006977,1742.5251
1076,1.001559,999.3601
1077,1.000753,888.4982
1078,1.004301,1375.9907
1079,1.00375,1300.4452
1080,1.006496,1676.7374
1081,1.002552,1135.8925
1082,0.997136,389.8148
1083,0.994732,57.332
1084,0.994497,24.7443
1085,0.999955,778.7011
1086,0.997258,406.6936
1087,1.001401,977.6498
1088,0.995676,187.8981
1089,0.999615,731.8532
1090,0.994376,8.0432
1091,0.997978,506.0418
1092,0.995495,162.8838
1093,0.997002,371.2961
1094,0.995196,121.5701
1095,1.004148,1354.9476
1096,1.01537,2885.8071
1097,1.009139,2037.9109
1098,1.004331,1380.087
1099,1.011626,2376.9974
1100,0.995343,141.8932
1101,0.994438,16.6616
1102,1.021749,3748.444
1103,1.001517,993.6397
1104,0.994562,33.7753
1105,0.996094,245.7833
1106,0.995639,182.8843
1107,0.994512,26.9109
1108,0.996948,363.8587
1109,0.994991,93.1445
1110,1.003828,1311.14
1111,1.001754,1026.1844
1112,0.994449,18.1631
1113,0.997505,440.7347
1114,0.998589,590.3704
1115,0.994378,8.2254
1116,0.99645,295.0611
1117,0.994624,42.2905
1118,0.997919,497.8691
1119,1.001709,1020.0041
1120,1.005836,1586.306
1121,0.999855,764.8991
1122,0.997181,395.9767
1123,0.995689,189.7684
1124,0.99784,487.0728
1125,1.000869,904.5536
1126,1.002176,1084.2684
1127,0.996112,248.2419
1128,0.994444,17.4782
1129,1.028893,4708.1509
1130,1.002354,1108.6679
1131,1.025581,4264.0825
1132,0.995435,154.5904
1133,0.999953,778.3716
1134,1.005624,1557.2744
