simulation,weight,payoutMultiplier
646,1.00168,6.2431
647,1.001352,15.2983
648,1.001748,4.375
649,1.001613,8.0959
650,1.001744,4.4606
651,1.00162,7.8852
652,0.990478,317.1932
653,0.995771,169.836
654,1.000648,34.7303
655,1.001739,4.6187
656,1.000353,42.9008
657,1.001783,3.4069
658,1.001652,7.0181
659,1.001795,3.0557
660,0.999347,70.703
661,1.001609,8.1991
662,1.001845,1.6903
663,1.001738,4.645
664,1.001765,3.8943
665,1.00185,1.5366
666,1.001678,6.2958
667,0.94873,1507.9154
668,1.001618,7.9576
669,1.001782,3.4201
670,1.00182,2.3752
671,0.99413,215.4479
672,1.001836,1.9449
673,1.001737,4.6758
674,1.001582,8.9367
675,1.001697,5.7602
676,0.991887,277.8859
677,1.001573,9.1957
678,1.001757,4.105
679,1.001784,3.3784
680,1.001792,3.1589
681,1.001712,5.3563
682,1.001454,12.4775
683,1.001833,2.024
684,1.001802,2.8779
685,1.001399,14.0054
686,1.001607,8.2583
687,1.001604,8.3483
688,1.001601,8.4208
689,1.001442,12.82
690,1.001564,9.435
691,1.001758,4.0984
692,1.001682,6.1773
693,1.001703,5.5956
694,1.001663,6.7041
695,1.001651,7.029
696,1.001602,8.3857
697,1.001885,0.5795
698,1.001838,1.8747
699,1.001613,8.0937
700,1.001857,1.3479
701,1.001722,5.0907
702,1.00168,6.2344
703,1.001782,3.4135
704,1.001002,24.9682
705,1.001732,4.8031
706,1.001729,4.8799
707,1.001674,6.3924
708,1.001589,8.7501
709,1.001865,1.1437
710,1.001725,4.9875
711,1.001711,5.376
712,1.00174,4.5836
713,1.001764,3.9294
714,1.001637,7.4329
715,0.999775,58.8862
716,1.001791,3.1808
717,0.999727,60.2011
718,1.001213,19.1378
719,1.001561,9.5228
720,1.001489,11.5072
721,1.001767,3.846
722,1.001457,12.3985
723,1.001695,5.8261
724,1.001819,2.4125
725,1.001753,4.2148
726,1.00183,2.0942
727,1.001406,13.799
728,1.001194,19.6492
729,1.001828,2.1557
730,1.000826,29.8174
731,1.001828,2.1645
732,1.001675,6.3683
733,1.001026,24.3053
734,1.001706,5.5143
735,1.001704,5.5824
736,1.000469,39.6958
737,1.001546,9.9508
738,1.001082,22.7598
739,1.001758,4.0875
740,1.001504,11.0901
741,1.00122,18.9424
742,1.001782,3.4377
743,1.001696,5.7865
744,1.001825,2.2303
745,1.001821,2.3598
746,0.999981,53.1919
747,1.001843,1.732
748,1.001343,15.5332
749,1.001772,3.6923
750,1.001751,4.2697
751,1.001842,1.7584
752,1.001565,9.4042
753,1.000463,39.8604
754,1.001626,7.7205
755,0.993573,230.9284
756,1.001725,4.9941
757,1.001435,13.0109
758,1.001835,1.9713
759,1.001709,5.4507
760,1.001774,3.6462
761,1.00132,16.1786
762,1.000277,45.0016
763,1.001246,18.2158
764,1.001139,21.1727
765,1.000947,26.4873
766,1.001786,3.306
767,1.0016,8.4515
768,1.000723,32.669
769,1.001641,7.3122
770,1.001571,9.255
771,1.001523,10.5677
772,1.001791,3.1721
773,1.001543,10.0189
774,0.946773,1564.9973
775,1.001348,15.4191
776,1.001775,3.6243
777,1.000986,25.4007
778,1.001835,1.9603
779,1.000627,35.3208
780,1.001783,3.3982
781,1.001535,10.2494
782,1.001566,9.3757
783,1.001497,11.2987
784,0.996787,141.6299
785,1.001588,8.7654
786,1.00186,1.2644
787,1.001146,20.9905
788,1.001663,6.7063
789,1.001758,4.0875
790,1.001192,19.7173
791,1.001281,17.2543
792,0.914972,2509.695
793,0.947726,1537.1886
794,1.001108,22.02
795,1.000831,29.6769
796,1.001038,23.9716
797,1.001899,0.1954
798,1.000171,47.9278
799,1.001777,3.5562
800,1.001844,1.7013
801,1.00184,1.8352
802,1.001293,16.9206
803,1.001222,18.8919
804,1.000116,49.4359
805,1.0018,2.9372
806,1.001747,4.3948
807,1.001864,1.1657
808,1.001665,6.6558
809,1.001755,4.1753
810,1.001818,2.4257
811,1.001732,4.7921
812,1.001522,10.5918
813,1.001061,23.3416
814,1.001044,23.8069
815,1.001691,5.9402
816,1.001819,2.3972
817,1.00164,7.3561
818,1.000014,52.2633
819,1.000631,35.2198
820,1.001603,8.3593
821,1.001617,7.9664
822,1.00125,18.117
823,1.001736,4.6933
824,1.001726,4.9655
825,1.001353,15.2742
826,1.001643,7.2617
827,0.999713,60.6007
828,1.00189,0.4303
829,1.001628,7.67
830,1.001899,0.202
831,1.001707,5.5056
832,1.001841,1.7825
833,1.00172,5.1236
834,1.001532,10.3262
835,1.001727,4.9436
836,1.001365,14.9471
837,1.00168,6.2388
838,1.001747,4.4014
839,1.001727,4.9392
840,1.001772,3.7033
841,1.001571,9.2593
842,0.996853,139.8013
843,1.001873,0.9022
844,1.001726,4.959
845,1.001724,5.0182
846,1.001438,12.9341
847,1.001844,1.7188
848,0.998847,84.5613
849,1.001719,5.1587
850,1.001861,1.2557
851,1.001798,2.9767
852,1.001785,3.3499
853,1.001553,9.7423
854,0.99166,284.2257
855,1.001681,6.2146
856,1.001465,12.1658
857,1.001632,7.5603
858,1.001516,10.7609
859,1.001777,3.5738
860,1.001581,8.9828
861,1.001544,9.9947
862,1.001686,6.0873
863,1.001545,9.9618
864,1.001308,16.5101
865,1.001721,5.106
866,1.001804,2.8142
867,1.001715,5.2685
868,1.001464,12.2141
869,1.000945,26.5224
870,0.99868,89.1756
871,1.001575,9.132
872,1.000857,28.9766
873,1.001805,2.7879
874,1.001374,14.6947
875,1.001095,22.391
876,1.001736,4.6868
877,1.00089,28.0525
878,1.001856,1.372
879,1.001542,10.0584
880,1.001717,5.2246
881,1.001513,10.8443
882,1.001374,14.6903
883,1.000842,29.3762
884,1.00176,4.0326
885,1.001442,12.809
886,1.001791,3.1699
887,1.001702,5.6351
888,1.001497,11.3031
889,1.001782,3.4289
890,1.001511,10.8948
891,1.001297,16.8043
892,1.001522,10.6072
893,1.001792,3.1347
894,1.001632,7.5515
895,1.00061,35.8037
896,1.001772,3.7011
897,1.001568,9.3296
898,1.001562,9.492
899,1.001215,19.0675
900,1.001671,6.4758
901,1.001575,9.1408
902,1.001274,17.4562
903,1.001567,9.3691
904,1.001729,4.8799
905,1.001569,9.3076
906,1.001546,9.9311
907,1.001564,9.4437
908,1.001679,6.2695
909,1.001682,6.1839
910,1.001512,10.8728
911,1.001415,13.5488
912,1.001225,18.8129
913,0.99114,298.7139
914,1.001561,9.5294
915,1.001552,9.7642
916,1.001845,1.6771
917,0.990629,312.9914
918,1.001443,12.7717
919,1.001721,5.106
920,1.001265,17.6955
921,1.001489,11.5204
922,1.001808,2.6957
923,1.001024,24.3579
924,1.001343,15.5552
925,1.001381,14.5059
926,1.000554,37.3447
927,1.001837,1.9164
928,1.001821,2.3598
929,1.001731,4.8207
930,1.001816,2.4828
931,1.001295,16.8569
932,1.001576,9.1145
933,1.001428,13.2019
934,0.999158,75.9517
935,0.999242,73.6182
936,1.001765,3.9031
937,1.001649,7.0861
938,1.001703,5.5956
939,1.001859,1.3083
940,1.001123,21.6117
941,1.001812,2.5903
942,1.001819,2.4059
943,1.00161,8.1793
944,1.001811,2.6298
945,1.001392,14.2029
946,1.001852,1.4796
947,0.999623,63.0725
948,1.000957,26.1909
949,1.001784,3.3608
950,1.000752,31.8809
951,0.99405,217.6716
952,1.001523,10.5721
953,1.001318,16.2467
954,1.001807,2.733
955,1.001841,1.7979
956,1.001692,5.8963
957,1.001518,10.7126
958,1.001839,1.8396
959,1.000794,30.6977
960,1.001811,2.6123
961,1.001862,1.2052
962,1.001166,20.4373
963,1.00025,45.7304
964,1.001743,4.5045
965,1.001611,8.1574
966,1.001756,4.1379
967,1.00167,6.5022
968,1.000618,35.5776
969,1.001635,7.4878
970,1.001394,14.1393
971,1.001837,1.8945
972,1.000412,41.2565
973,1.000214,46.7292
974,1.001807,2.7462
975,1.001746,4.4167
976,1.001213,19.1465
977,1.00162,7.8895
978,1.001758,4.094
979,1.001504,11.0923
980,1.000873,28.5178
981,1.000463,39.8626
982,1.001768,3.8196
983,1.001466,12.1416
984,1.001775,3.6287
985,1.001434,13.0351
986,0.995181,186.2144
987,1.0008,30.5374
988,1.001786,3.3257
989,1.001554,9.7225
990,1.0016,8.4383
991,1.001434,13.0175
992,1.001494,11.3843
993,1.001232,18.6219
994,1.000197,47.21
995,1.000778,31.1411
996,1.001363,14.9888
997,1.001527,10.4645
998,1.00062,35.5271
999,1.001504,11.0901
1000,1.001813,2.5794
1001,1.001633,7.5339
1002,1.001605,8.2979
1003,1.001811,2.6342
1004,1.001805,2.7967
1005,1.001737,4.6736
1006,1.001638,7.4088
1007,0.993904,221.724
1008,0.994063,217.3029
1009,1.001749,4.3289
1010,1.00103,24.1823
1011,1.001343,15.542
1012,1.001656,6.8885
1013,1.001699,5.7053
1014,1.00145,12.5873
1015,0.99945,67.8668
1016,1.001652,7.0202
1017,1.001413,13.5971
1018,0.96182,1129.0128
1019,1.000868,28.6737
1020,1.001522,10.5962
1021,1.001814,2.5376
1022,1.001401,13.9307
1023,0.998524,93.4978
1024,1.001692,5.8963
1025,1.001793,3.1172
1026,1.001221,18.9007
1027,1.001593,8.6403
1028,1.001221,18.9204
1029,1.00185,1.5454
1030,1.001802,2.8713
1031,1.00181,2.6386
1032,1.001173,20.2397
1033,1.00117,20.3144
1034,1.001585,8.873
1035,1.001283,17.2016
1036,1.00037,42.4244
1037,1.001849,1.563
1038,1.001706,5.5297
1039,1.001826,2.2193
1040,0.99676,142.3982
1041,0.990752,309.5538
1042,1.001685,6.1005
1043,1.001557,9.6369
1044,1.001713,5.319
1045,1.00048,39.3885
1046,1.001488,11.5533
1047,1.00178,3.4882
1048,1.001294,16.8965
1049,1.001614,8.0739
1050,1.001114,21.873
1051,1.001539,10.1352
1052,1.001857,1.361
1053,1.001821,2.3489
1054,1.001225,18.7997
1055,1.001818,2.4257
1056,1.001607,8.2627
1057,1.001652,7.0137
1058,1.00181,2.6408
1059,1.001789,3.2357
1060,0.942392,1693.2428
1061,1.001792,3.1567
1062,0.999882,55.9293
1063,1.001793,3.1216
1064,1.001039,23.9321
1065,1.001687,6.0587
1066,1.001588,8.772
1067,1.00163,7.6305
1068,1.001278,17.3289
1069,1.001741,4.5528
1070,1.000834,29.6154
1071,1.001663,6.7063
1072,1.001655,6.9237
1073,1.001753,4.2323
1074,1.00175,4.3202
1075,0.998569,92.2467
1076,1.001655,6.9324
1077,1.001694,5.8612
1078,1.000663,34.3351
1079,1.001827,2.1754
1080,1.001722,5.0841
1081,1.001809,2.6913
1082,0.997894,110.9366
1083,1.001632,7.5625
1084,1.001288,17.0545
1085,1.00176,4.0348
1086,1.00161,8.1618
1087,0.985912,444.9494
1088,1.001746,4.4102
1089,1.000322,43.7547
1090,1.001778,3.5343
1091,1.001431,13.1251
1092,0.87845,3636.0017
1093,1.001737,4.678
1094,1.001479,11.7794
1095,1.001632,7.5778
1096,1.001655,6.9281
1097,1.001255,17.9721
1098,1.001434,13.0395
1099,1.001589,8.7413
1100,1.001788,3.2621
1101,1.00149,11.4875
1102,1.00143,13.1536
1103,1.001577,9.0706
1104,1.001768,3.8109
1105,1.001173,20.2332
1106,1.00162,7.8917
1107,1.001477,11.8387
1108,1.001338,15.6781
1109,0.999387,69.6076
1110,1.001447,12.6707
1111,0.994216,213.0441
1112,0.943757,1653.2199
1113,1.001733,4.7899
1114,1.001401,13.9373
1115,0.999266,72.9619
1116,1.001884,0.6037
1117,1.001701,5.6548
1118,0.989773,336.8973
1119,1.001882,0.6629
1120,0.978581,651.3291
1121,1.001696,5.7953
1122,1.001662,6.7349
1123,1.000999,25.0516
1124,1.001582,8.9564
1125,1.001099,22.2857
1126,1.001559,9.5842
1127,1.0016,8.4515
1128,0.986867,418.1837
1129,1.001544,9.9882
1130,0.999107,77.3654
1131,0.987008,414.2385
1132,1.000593,36.2735
1133,1.001744,4.4606
1134,1.001797,3.0118
1135,1.001584,8.8993
1136,1.001849,1.5674
1137,1.001294,16.9074
1138,1.001755,4.1709
1139,1.000913,27.4093
1140,1.00179,3.1984
1141,1.001844,1.7166
1142,1.001763,3.9426
1143,0.988686,367.2808
1144,1.001656,6.8951
1145,1.001625,7.771
1146,1.001852,1.4927
1147,1.001742,4.5177
1148,1.001842,1.7562
1149,0.999035,79.3433
1150,1.001657,6.8644
1151,0.986728,422.093
1152,1.001141,21.1134
1153,1.001741,4.5616
1154,1.001698,5.7558
1155,1.001505,11.066
1156,1.001724,5.0248
1157,1.001809,2.6869
1158,1.001687,6.0588
