simulation,weight,payoutMultiplier
171,1.000004,0.0
172,1.000004,0.0
173,1.000004,0.1405
174,1.000004,0.0
175,1.000002,0.5488
176,1.000004,0.1405
177,1.000004,0.0
178,1.000004,0.0
179,1.000003,0.2634
180,1.000004,0.0615
181,1.000004,0.0
182,1.000004,0.0
183,0.999997,1.5915
184,1.000004,0.0
185,0.999992,2.7528
186,1.000003,0.2195
187,1.000002,0.439
188,0.999993,2.5398
189,1.000003,0.2964
190,1.000004,0.0
191,1.000002,0.461
192,1.000004,0.0
193,1.000004,0.0263
194,1.000004,0.0
195,1.000004,0.0
196,1.000001,0.843
197,1.000004,0.0
198,1.000003,0.2195
199,1.000004,0.0176
200,1.000004,0.0
201,0.999994,2.3137
202,1.000004,0.0
203,1.000001,0.7947
204,1.000003,0.2634
205,1.000004,0.0
206,1.000004,0.0
207,1.000004,0.0
208,1.000004,0.0351
209,0.999985,4.3904
210,1.000002,0.439
211,1.000004,0.1098
212,1.000003,0.2283
213,1.000004,0.0351
214,1.000004,0.0
215,1.000004,0.0549
216,1.000004,0.0
217,0.999996,1.9142
218,1.000004,0.0834
219,1.000004,0.0351
220,1.000004,0.0
221,0.999997,1.7562
222,1.000004,0.0
223,1.000004,0.0966
224,1.000004,0.022
225,0.999995,2.1952
226,1.000004,0.0
227,1.000003,0.281
228,1.000002,0.439
229,0.999993,2.5728
230,1.000004,0.0659
231,1.0,0.8781
232,1.000004,0.0
233,0.999975,6.7063
234,0.999983,4.9326
235,1.000004,0.0
236,0.999997,1.6376
237,0.999999,1.1064
238,1.000004,0.0
239,1.000002,0.4303
240,1.000004,0.1054
241,1.000004,0.0746
242,1.000004,0.0
243,1.000004,0.0263
244,1.000004,0.1098
245,1.000003,0.2459
246,0.999999,1.2996
247,1.000004,0.0
248,1.000004,0.0
249,1.000003,0.3073
250,1.000003,0.3161
251,1.000004,0.0
252,1.000004,0.0
253,1.000004,0.0
254,1.000004,0.0
255,1.000004,0.0
256,1.000004,0.0329
257,1.000004,0.0549
258,1.000001,0.7991
259,1.000004,0.0351
260,1.000003,0.3293
261,1.000004,0.0
262,1.000004,0.0
263,1.000004,0.0
264,0.999998,1.3391
265,1.000003,0.1756
266,1.000004,0.0
267,1.000004,0.0
268,0.999999,1.2732
269,1.000004,0.0263
270,1.000004,0.0
271,1.000004,0.0
272,1.000003,0.1756
273,1.000003,0.3512
274,1.000003,0.2985
275,1.000004,0.0
276,1.000004,0.1405
277,1.000004,0.0
278,1.000001,0.7244
279,1.000004,0.0132
280,1.000001,0.7025
281,1.000004,0.0373
282,1.000004,0.0
283,1.000004,0.0
284,1.000002,0.5927
285,1.000004,0.022
286,1.000001,0.8342
287,1.000002,0.4478
288,1.000003,0.3468
289,1.000004,0.0
290,1.000004,0.0
291,0.999992,2.7747
292,1.000002,0.5664
293,1.000004,0.1581
294,0.999996,1.8659
295,1.000004,0.0
296,1.000004,0.0702
297,0.999997,1.5718
298,1.000004,0.0
299,1.000003,0.3073
300,1.000001,0.6849
301,1.000004,0.0
302,1.000004,0.1229
303,1.000004,0.022
304,1.000004,0.0132
305,1.000003,0.1624
306,1.0,1.0208
307,1.000003,0.3029
308,1.000004,0.0
309,1.000004,0.0
310,1.000004,0.0
311,1.000002,0.4917
312,1.000001,0.7903
313,1.000004,0.0
314,1.000003,0.2195
315,1.000002,0.5444
316,1.000004,0.0
317,1.000003,0.36
318,1.000004,0.0351
319,1.000003,0.2195
320,1.000004,0.0
321,1.000004,0.0
322,1.000004,0.0439
323,1.000004,0.0
324,1.000004,0.0
325,1.000004,0.0
326,1.000004,0.0
327,1.000004,0.0
328,1.000004,0.0
329,1.000004,0.0
330,1.000004,0.0
331,0.999996,1.8791
332,1.000003,0.2744
333,1.000002,0.439
334,1.000004,0.1098
335,1.000004,0.0439
336,1.000004,0.0
337,1.000004,0.0
338,1.000002,0.439
339,1.000004,0.0
340,1.000004,0.0439
341,1.000002,0.439
342,1.000004,0.0
343,1.000003,0.3073
344,1.000004,0.0
345,1.000004,0.1405
346,1.000004,0.0
347,1.000003,0.1756
348,1.000004,0.0
349,1.000003,0.2195
350,1.000002,0.4039
351,1.000001,0.6849
352,1.000003,0.2195
353,1.000004,0.0176
354,1.000004,0.0
355,1.000004,0.0
356,1.000004,0.0702
357,1.000004,0.0
358,1.000003,0.1756
359,1.000004,0.0878
360,1.000004,0.0
361,0.999999,1.102
362,1.000004,0.0
363,1.000003,0.1866
364,1.000004,0.0
365,1.000004,0.0527
366,1.000004,0.0
367,1.000004,0.0176
368,1.000004,0.0
369,1.000003,0.2261
370,1.000004,0.0
371,1.000004,0.0
372,1.000004,0.0
373,1.000004,0.1383
374,1.000004,0.0
375,1.000004,0.0988
376,1.000001,0.7991
377,1.000004,0.1142
378,0.999994,2.283
379,1.000004,0.0
380,1.000001,0.7903
381,1.000002,0.4171
382,1.000004,0.1098
383,1.000004,0.0439
384,1.000004,0.0
385,1.0,0.922
386,1.000004,0.0439
387,1.000004,0.0351
388,1.000004,0.0
389,0.999998,1.3171
390,1.000002,0.3995
391,1.000004,0.0659
392,1.000004,0.0
393,0.999986,4.1226
394,1.000004,0.022
395,1.000004,0.0
396,0.999999,1.0976
397,1.000004,0.0
398,0.999997,1.6771
399,1.000004,0.022
400,1.000004,0.0263
401,1.000004,0.0
402,1.000004,0.0
403,1.000002,0.439
404,1.000004,0.0
405,1.000004,0.0
406,1.000003,0.2634
407,1.000004,0.0
408,1.000004,0.0
409,1.000002,0.5049
410,1.000004,0.0263
411,1.000004,0.0351
412,1.000004,0.1537
413,1.000004,0.0
414,1.000004,0.0
415,1.000004,0.0
416,1.000004,0.0
417,1.000004,0.0702
418,1.000004,0.0
419,1.000004,0.0
420,1.000002,0.5268
421,0.999872,30.4079
422,1.000004,0.0
423,1.000004,0.0878
424,1.000004,0.0
425,1.000004,0.0351
426,1.000004,0.0
427,0.999998,1.5147
428,1.000004,0.0132
429,1.000001,0.7595
430,0.999984,4.6582
431,1.000004,0.0
432,1.000004,0.0329
433,1.000004,0.0
434,1.000003,0.191
435,1.000004,0.0176
436,0.999997,1.7298
437,1.000004,0.0
438,1.000003,0.3512
439,1.000004,0.0702
440,1.000004,0.0
441,1.000004,0.0263
442,1.000004,0.1361
443,1.000002,0.4171
444,1.000004,0.0
445,1.000004,0.022
446,1.000004,0.0
447,1.000004,0.0
448,1.000002,0.5093
449,1.000004,0.0483
450,1.000004,0.0
451,1.000004,0.0
452,0.999999,1.1152
453,1.000003,0.3161
454,1.000004,0.0702
455,1.000004,0.0615
456,1.000004,0.0
457,1.000002,0.461
458,1.000003,0.1756
459,1.000004,0.0878
460,1.0,0.8561
461,1.0,1.0405
462,1.000004,0.0
463,1.000003,0.2459
464,1.000002,0.5488
465,1.000004,0.0
466,1.000004,0.0
467,1.000004,0.0263
468,1.000004,0.0
469,1.000001,0.8342
470,1.000004,0.0
471,1.0,1.0098
472,1.000004,0.0
473,1.000004,0.0
474,1.000004,0.0
475,1.000004,0.0
476,1.000004,0.0
477,1.000004,0.0
478,1.000002,0.4654
479,1.000004,0.0
480,1.000004,0.1098
481,1.000004,0.1405
482,1.000004,0.0
483,1.000004,0.0
484,1.000004,0.0
485,0.999989,3.5299
486,0.999991,3.1435
487,1.000004,0.0
488,0.99998,5.4792
489,1.000004,0.0
490,1.000003,0.2327
491,1.000004,0.0
492,1.0,1.0537
493,0.999999,1.1064
494,1.000002,0.439
495,1.000004,0.0
496,1.000004,0.0527
497,1.000004,0.0527
498,1.000003,0.2546
499,1.000004,0.0
500,1.000004,0.0527
501,1.000003,0.3688
502,1.000004,0.0
503,1.000003,0.2678
504,1.000003,0.2788
505,1.000004,0.0659
506,1.000004,0.0
507,1.000004,0.011
508,1.000002,0.439
509,1.000004,0.0
510,1.000004,0.0132
511,1.000004,0.0
512,1.000004,0.0351
513,1.000004,0.0
514,1.000004,0.1317
515,1.000004,0.0
516,1.000004,0.0
517,1.000004,0.09
518,1.000004,0.0
519,1.000003,0.3293
520,0.999999,1.2161
521,1.000004,0.0
522,1.000004,0.0
523,0.999998,1.4049
524,1.0,0.9
525,1.0,1.0537
526,1.000004,0.0
527,1.000004,0.1229
528,1.000003,0.2854
529,1.000004,0.0
530,1.000004,0.0
531,1.000004,0.0
532,1.000004,0.0
533,1.000004,0.0263
534,1.000004,0.0
535,1.0,0.9044
536,0.999997,1.563
537,1.000003,0.3073
538,1.000004,0.0
539,1.000004,0.0
540,1.000004,0.0
541,0.999996,1.7825
542,1.000004,0.0
543,1.000003,0.3512
544,0.999999,1.2337
545,1.000003,0.2195
546,1.000004,0.0351
547,0.999999,1.2908
548,1.000003,0.2195
549,0.999998,1.4049
550,1.000004,0.0263
551,0.999999,1.3083
552,1.000004,0.0
553,1.000004,0.0659
554,1.000004,0.0878
555,1.000004,0.0
556,1.000004,0.0
557,0.999999,1.0976
558,1.000003,0.2634
559,1.000004,0.0527
560,1.000002,0.4039
561,1.000004,0.011
562,1.000004,0.0
563,1.000003,0.2195
564,1.000004,0.0
565,1.000004,0.1493
566,1.000004,0.0
567,0.999977,6.3156
568,1.000001,0.7025
569,0.999998,1.484
570,0.999996,1.8023
571,0.999983,4.9436
572,1.000004,0.0
573,1.000004,0.0527
574,1.000004,0.0
575,1.000004,0.0834
576,1.000003,0.3776
577,1.000003,0.2283
578,1.000002,0.5708
579,1.000004,0.0439
580,1.000004,0.0
581,0.999927,17.8755
582,0.999993,2.6342
583,1.000001,0.7025
584,0.999999,1.2513
585,1.000004,0.0
586,1.000004,0.0
587,1.000004,0.0132
588,1.000004,0.0
589,0.999964,9.2572
590,1.000004,0.0
591,0.999994,2.4411
592,1.000002,0.619
593,1.000002,0.5268
594,1.000004,0.0702
595,1.000003,0.2107
596,1.000004,0.0
597,1.000004,0.0
598,1.000004,0.0
599,0.999999,1.1744
600,1.000004,0.0
601,0.999999,1.0976
602,1.000004,0.0132
603,1.000004,0.0
604,1.000003,0.3534
605,1.000004,0.0439
606,1.000004,0.0
607,1.000004,0.0
608,1.000003,0.1866
609,1.000003,0.2173
610,1.000004,0.0
611,1.000004,0.0
612,1.000004,0.1317
613,1.000004,0.0
614,1.000004,0.0
615,1.000004,0.0
616,0.999988,3.8021
617,1.000004,0.0
618,1.000004,0.0
619,1.000004,0.0
620,0.999998,1.3522
621,1.000004,0.0
622,1.000001,0.7025
623,1.000004,0.0
624,1.000004,0.0351
625,1.000003,0.3512
626,1.000004,0.1098
627,1.000004,0.0263
628,1.000004,0.0
629,1.000004,0.0
630,0.999986,4.1884
631,1.000003,0.2283
632,1.000001,0.7025
633,0.999974,6.9566
634,1.000004,0.0
635,1.000004,0.0
636,1.000004,0.0
637,1.000004,0.0351
638,1.000002,0.5268
639,1.000004,0.0
640,0.999989,3.5979
641,1.000004,0.0
642,1.000003,0.3381
643,1.000004,0.0
644,1.000002,0.5971
645,1.000002,0.4171
646,1.000004,0.0
647,0.99996,10.1462
648,1.000002,0.5883
649,1.000003,0.2195
650,1.000003,0.1888
651,1.000004,0.0
652,1.000004,0.0
653,0.999985,4.4431
654,1.000004,0.0
655,1.000002,0.5708
656,1.000004,0.0
657,0.999981,5.3234
658,1.000004,0.0
659,1.0,0.922
660,1.000004,0.1229
661,1.000004,0.0
662,1.000004,0.1142
663,1.000004,0.0878
664,1.000004,0.0878
665,1.000004,0.0
666,1.000004,0.0
667,1.000002,0.4303
668,1.000003,0.2634
669,1.000004,0.0
670,1.000004,0.0
671,0.999999,1.2864
672,1.000002,0.5268
673,1.000004,0.0483
674,0.999985,4.3904
675,1.000004,0.0
676,1.000004,0.1581
677,1.000004,0.0
678,1.000004,0.0
679,1.000004,0.1098
680,1.000004,0.0
681,1.000004,0.0351
682,1.000004,0.0
683,1.000004,0.0
684,1.000003,0.3117
685,1.000004,0.0
686,1.000004,0.0
687,1.000003,0.3864
688,1.000004,0.0
689,0.999967,8.57
690,1.000004,0.0351
691,1.000004,0.0
692,1.000004,0.0439
693,1.000004,0.0
694,0.999998,1.4269
695,1.000001,0.7464
696,1.0,0.9681
697,1.000004,0.0
698,1.000004,0.0
699,1.000003,0.1756
700,1.000004,0.0
701,1.000004,0.0263
702,1.000004,0.0
703,1.000004,0.0
704,1.000003,0.3512
705,1.000004,0.0702
706,0.999965,9.132
707,1.000003,0.1976
708,1.000004,0.0
709,1.000004,0.0351
710,1.000003,0.259
711,1.000004,0.0878
712,1.000004,0.1098
713,1.000004,0.1537
714,1.000004,0.0
715,1.000001,0.8342
716,1.000002,0.4654
717,0.999983,4.9172
718,1.000004,0.0
719,1.000004,0.0834
720,1.000004,0.0
721,1.000004,0.0
722,0.999998,1.4115
723,1.000002,0.5488
724,1.000004,0.0702
725,1.000004,0.0878
726,1.000004,0.0
727,0.999975,6.6734
728,1.000004,0.0
729,0.999978,6.028
730,1.000004,0.0
731,1.000004,0.0702
732,1.000004,0.0
733,1.000004,0.0702
734,1.000002,0.5268
735,1.000004,0.0702
736,0.999997,1.5805
737,1.000004,0.0
738,1.000004,0.0
739,1.000004,0.0
740,0.999999,1.2381
741,1.000004,0.0
742,1.000004,0.0
743,1.000004,0.0
744,1.000004,0.0
745,1.000004,0.0
746,1.0,1.0186
747,1.000004,0.0878
748,0.999999,1.1086
749,1.000004,0.0
750,1.000002,0.5422
751,1.000003,0.2195
752,0.999991,3.0623
753,1.000004,0.0395
754,1.000004,0.0549
755,1.000004,0.0
756,0.999994,2.3664
757,1.000003,0.3073
758,0.999902,23.5567
759,1.000004,0.0
760,1.000004,0.0
761,1.000004,0.0351
762,1.000004,0.0
763,1.000004,0.0
764,1.000002,0.6015
765,1.000004,0.0878
766,1.000002,0.5268
767,1.000004,0.0
768,1.0,1.0449
769,1.000004,0.0439
770,1.000004,0.0
771,1.000003,0.2107
772,1.000004,0.0132
773,1.000004,0.0
774,1.000004,0.0
775,1.000003,0.1756
776,1.000004,0.0
777,1.000002,0.4215
778,1.000004,0.0
779,1.000004,0.0
780,1.000004,0.0
781,1.000004,0.0
782,1.000003,0.3293
783,1.000003,0.3512
784,1.000004,0.0
785,1.000004,0.0702
786,1.000004,0.0
787,1.000004,0.0
788,1.000004,0.0
789,1.000004,0.0
790,1.000004,0.0
791,1.000004,0.0439
792,1.000004,0.0351
793,1.000003,0.2327
794,1.000004,0.0
795,0.99998,5.4748
796,1.000004,0.0
797,1.000002,0.5532
798,1.000003,0.1756
799,1.000004,0.0
800,1.000004,0.1581
801,0.999998,1.3171
802,1.000004,0.0
803,1.000003,0.2722
804,1.000004,0.0263
805,1.000004,0.0
806,1.000002,0.5971
807,1.000003,0.3512
808,1.000002,0.4346
809,1.000002,0.4171
810,1.000004,0.1251
811,1.000004,0.0
812,1.000004,0.0132
813,1.000004,0.0
814,1.000003,0.2524
815,1.000004,0.022
816,1.000002,0.5708
817,1.000004,0.0
818,1.000004,0.0
819,1.000004,0.0
820,1.000001,0.7025
821,1.000004,0.1054
822,1.000004,0.0
823,1.000004,0.0878
824,1.000004,0.0
825,1.000003,0.2371
826,1.000004,0.0
827,1.000004,0.0
828,1.000004,0.0
829,1.000004,0.0351
830,1.000002,0.4742
831,1.000004,0.0
832,1.000004,0.1405
833,1.000004,0.0702
834,1.000004,0.0878
835,1.000004,0.0
836,1.000004,0.0
837,1.000004,0.0
838,1.0,0.9747
839,1.000004,0.0
840,1.000004,0.0
841,1.000004,0.0
842,1.000004,0.0
843,1.000004,0.1405
844,0.999992,2.7901
845,1.000004,0.0132
846,1.000004,0.0
847,1.000004,0.0
848,1.000004,0.0
849,1.000004,0.0263
850,1.000004,0.0
851,1.000004,0.0
852,1.000004,0.0
853,1.000004,0.0
854,1.000004,0.0
855,1.000001,0.6673
856,0.999981,5.3124
857,1.000004,0.0
858,1.000004,0.0
859,1.0,0.9044
860,1.000004,0.0
861,1.000004,0.0
862,1.000004,0.0
863,1.000004,0.0
864,1.0,0.9835
865,1.000004,0.0439
866,1.000003,0.3732
867,0.999998,1.3522
868,1.000003,0.2415
869,1.000002,0.4654
870,1.000004,0.0659
871,1.000004,0.1142
872,1.000004,0.0878
873,1.000004,0.0
874,1.000004,0.0
875,1.0,0.9834
876,1.000004,0.0
877,1.000004,0.0
878,1.000004,0.0176
879,1.000004,0.0
880,1.000004,0.0
881,0.999998,1.3698
882,0.999998,1.3479
883,1.000002,0.5268
884,1.000004,0.0702
885,1.000004,0.1098
886,1.000002,0.5708
887,1.000004,0.0
888,1.000004,0.0
889,0.999999,1.3039
890,1.000004,0.0
891,1.000003,0.1646
892,1.000004,0.0
893,1.000004,0.0
894,0.999992,2.8055
895,1.000003,0.3512
896,0.999999,1.282
897,1.000004,0.0
898,1.000004,0.1098
899,1.000004,0.0615
900,0.999954,11.5687
901,1.000003,0.3293
902,1.000004,0.0
903,1.000004,0.0
904,1.000003,0.1756
905,1.000004,0.0
906,0.999994,2.3796
907,1.000004,0.0
908,1.000004,0.0
909,1.000004,0.0
910,1.000004,0.022
911,1.000004,0.0351
912,1.000003,0.1756
913,1.000004,0.022
914,1.000004,0.0966
915,1.000004,0.0
916,1.000003,0.2722
917,1.000004,0.0702
918,1.000004,0.0922
919,1.000004,0.0527
920,1.000004,0.1317
921,1.000004,0.0
922,1.0,1.0317
923,1.000004,0.0
924,1.0,0.9044
925,1.000004,0.0439
926,1.000004,0.0702
927,1.000004,0.0
928,1.000004,0.0702
929,1.000004,0.0
930,1.000003,0.2459
931,0.999999,1.0976
932,1.000003,0.1756
933,1.000004,0.0
934,0.999978,6.0456
935,1.000004,0.0
936,1.000003,0.1756
937,1.0,1.0361
938,1.000004,0.022
939,1.000004,0.1229
940,1.000003,0.3073
941,1.000001,0.641
942,0.99998,5.4836
943,1.000003,0.2195
944,1.000004,0.0
945,1.000004,0.0351
946,0.999992,2.7923
947,1.000001,0.6717
948,0.999996,1.7957
949,1.000004,0.0
950,1.000004,0.0
951,0.99997,7.9488
952,1.000004,0.0439
953,1.000004,0.0439
954,1.000004,0.0
955,1.000002,0.4522
956,1.000004,0.0
957,1.000003,0.2415
958,1.000003,0.2283
959,1.000003,0.3293
960,1.000004,0.0
961,1.000004,0.0
962,1.0,1.0756
963,1.000004,0.0439
964,1.000003,0.1976
965,1.000003,0.2854
966,0.999984,4.5902
967,1.000004,0.0
968,0.999997,1.6903
969,1.000002,0.4654
970,1.000004,0.0
971,1.000002,0.4127
972,1.000002,0.4083
973,1.000003,0.2634
974,1.000004,0.0
975,1.0,0.8913
976,0.999998,1.4049
977,1.000004,0.0702
978,0.999996,1.7825
979,1.000004,0.0
980,1.000004,0.0
981,1.000004,0.0
982,1.000003,0.2634
983,0.999827,40.8768
984,1.000004,0.0
985,1.000004,0.1273
986,1.000004,0.0
987,1.000003,0.3512
988,1.000004,0.0
989,1.000004,0.0
990,1.000004,0.0
991,1.000004,0.0
992,1.000001,0.7025
993,1.000004,0.0
994,1.000004,0.0439
995,1.000004,0.0702
996,1.000004,0.0
997,1.000004,0.0
998,1.000004,0.0
999,1.000003,0.382
1000,1.000004,0.0
1001,0.999997,1.6464
1002,1.000004,0.0
1003,1.000004,0.0
1004,1.000004,0.1317
1005,1.000004,0.0
1006,0.999994,2.305
1007,1.000004,0.0
1008,1.000003,0.2195
1009,1.000004,0.0878
1010,1.000004,0.011
1011,1.000004,0.0
1012,1.000004,0.0746
1013,1.000004,0.0351
1014,1.000004,0.0
1015,1.000004,0.0
1016,1.000004,0.0834
1017,1.000001,0.7025
1018,1.000001,0.7815
1019,1.000004,0.0702
1020,1.000004,0.0702
1021,1.000004,0.0
1022,1.000004,0.0
1023,1.000004,0.0
1024,1.000004,0.1098
1025,1.000004,0.0
1026,1.000004,0.0351
1027,1.000004,0.0
1028,1.000004,0.0527
1029,0.999991,2.9986
1030,1.0,0.8781
1031,1.000004,0.1317
1032,1.000004,0.0439
1033,1.000004,0.0
1034,1.000004,0.0176
1035,1.000002,0.439
1036,1.000004,0.0
1037,1.000003,0.281
1038,1.000004,0.1142
1039,1.000004,0.0878
1040,1.000003,0.1646
1041,1.000004,0.0439
1042,1.000004,0.0
1043,1.000004,0.0
1044,1.000004,0.0878
1045,1.000004,0.0
1046,1.000004,0.0395
1047,1.0,0.9878
1048,0.999996,1.8001
1049,1.000004,0.0351
1050,1.000004,0.0966
1051,1.000004,0.0
1052,0.999923,18.6197
1053,1.000004,0.0351
1054,1.000004,0.0
1055,1.000004,0.0
1056,1.000004,0.0
1057,1.000004,0.1493
1058,1.000004,0.0
1059,1.000003,0.2195
1060,1.000004,0.0
1061,1.000003,0.2195
1062,1.000003,0.2942
1063,1.000004,0.0
1064,1.000004,0.0
1065,1.000004,0.0
1066,0.999984,4.6319
1067,0.999978,5.9709
1068,1.000004,0.0
1069,1.000004,0.0351
1070,1.000004,0.0702
1071,1.000002,0.4829
1072,1.000004,0.0263
1073,1.000003,0.2195
1074,1.000004,0.0
1075,1.000004,0.1054
1076,1.000004,0.0
1077,1.000003,0.2459
1078,1.000004,0.0
1079,0.999993,2.6913
1080,1.000004,0.0
1081,1.000001,0.7464
1082,1.000004,0.0
1083,1.000004,0.0
1084,1.000004,0.1098
1085,1.000004,0.0
1086,0.999989,3.5474
1087,1.000004,0.0
1088,1.0,1.0274
1089,1.000004,0.0
1090,1.000004,0.0
1091,1.000004,0.0
1092,0.999992,2.823
1093,1.000004,0.0
1094,1.000004,0.0
1095,1.000004,0.0
1096,1.000004,0.0
1097,1.000004,0.0
1098,1.000004,0.0
1099,1.000002,0.5268
1100,1.000004,0.0
1101,1.000004,0.0
1102,1.000003,0.1756
1103,1.000004,0.0
1104,1.000004,0.0878
1105,1.000004,0.0
1106,1.000004,0.0
1107,1.000002,0.5708
1108,1.000003,0.1976
1109,1.000004,0.0
1110,1.000003,0.2107
1111,0.999999,1.1064
1112,1.0,0.8605
1113,1.000002,0.4039
1114,1.000004,0.0
1115,1.000004,0.0
1116,1.000003,0.1756
1117,1.000004,0.0
1118,1.000004,0.0
1119,1.000004,0.0
1120,1.000004,0.0
1121,1.000004,0.0351
1122,1.000004,0.022
1123,1.000004,0.0
1124,1.000004,0.1405
1125,1.000001,0.7025
1126,1.000004,0.011
1127,1.000004,0.0549
1128,1.000004,0.0176
1129,1.000001,0.7551
1130,1.000004,0.011
1131,1.000004,0.0
1132,1.000004,0.0
1133,1.000004,0.011
1134,1.000004,0.0
1135,1.000001,0.6849
1136,1.000004,0.0571
1137,1.000004,0.0439
1138,0.999992,2.8801
1139,1.0,0.8781
1140,0.999991,2.9284
1141,1.000004,0.0
1142,1.000004,0.1229
1143,1.000004,0.0439
1144,1.000004,0.0263
1145,1.000004,0.0
1146,1.000004,0.1098
1147,1.000002,0.5708
1148,1.000003,0.1756
1149,1.000004,0.0
1150,1.000004,0.1098
1151,1.000004,0.0
1152,1.000004,0.0
1153,0.999997,1.6332
1154,1.000002,0.5093
1155,1.000004,0.1405
1156,1.000004,0.0
1157,1.000004,0.1427
1158,1.000003,0.2459
1159,1.000004,0.022
1160,0.99994,14.9054
1161,1.000004,0.0
1162,1.000004,0.0878
1163,1.000004,0.0
1164,0.999998,1.3171
1165,1.000004,0.0878
1166,1.000004,0.0
1167,1.000004,0.0
1168,0.999996,1.8901
1169,1.000002,0.439
1170,1.000004,0.0681
1171,1.000004,0.0
1172,1.000002,0.439
1173,1.000002,0.3951
1174,1.000004,0.0878
1175,1.000004,0.0
1176,1.000004,0.0
1177,1.000004,0.0
1178,1.000004,0.0
1179,1.000004,0.0549
1180,1.000004,0.022
1181,1.000004,0.0
1182,1.000004,0.0
1183,1.000004,0.0
1184,0.999974,6.9412
1185,1.000004,0.0
1186,1.000004,0.0878
1187,1.000004,0.0
1188,1.000001,0.7025
1189,1.000004,0.0
1190,1.000004,0.0439
1191,1.000004,0.0
1192,1.000004,0.0
1193,0.999987,4.0501
1194,1.000004,0.0878
1195,1.000004,0.0
1196,1.000004,0.0
1197,1.000003,0.202
